,pl,en
door_to_door_long_description,"Potrafisz używać swojej maszyny jak broni i z tej właśnie okazji w czasie walki na autostradzie, podczas wszystkich manewrów samochodem masz +2 do Zręczności.","You can use your vehicle as a weapon, and during combat on the highway, you have a +2 bonus to Dexterity for all driving maneuvers."
car_cover_long_description,"Wiraż, odskok, uderzenie w zderzak, zjazd na pobocze, przyspieszenie... To dla ciebie normalny styl jazdy. Potrafisz wykorzystać swój samochód jako osłonę przed wrogimi atakami. Nie otrzymujesz kary do prowadzenia samochodu za to, że kryjesz się i pochylasz, uzyskując 60% osłony. Wszyscy pasażerowie w prowadzonym przez ciebie aucie otrzymują dodatkowo +20% Osłony.","Curve, swerve, bump into the bumper, veer off onto the shoulder, accelerate... This is your normal driving style. You can use your car as cover against enemy attacks. You don't receive a penalty for driving while taking cover, gaining a 60% cover bonus. All passengers in your driven vehicle receive an additional +20% Cover."
us_and_them_long_description,"Może nie poczujesz się zbyt pewnie w Vegas, ale jeśli w okolicy pojawi się facet z dzidą, inni zobaczą po prostu frajera z dzidą. Ty będziesz wiedział, że to człowiek Jastrzębi. On będzie wiedział kim jesteś ty. Wiesz sporo o klanach i potrafisz dogadać się z ludźmi pustyni. Masz jeden automatyczny sukces we wszystkich testach Charakteru dotyczących czerwonoskórych i ludzi pustyni.","You may not feel very comfortable in Vegas, but if a guy with a spear shows up in the area, others will just see a guy with a spear. You will know that he's a Hawk Man. He will know who you are. You know a lot about clans and can get along with desert people. You have one automatic success in all Charisma tests related to redskins and desert people."
this_is_my_home_long_description,"Przypomnij sobie tego twardziela, który przez tydzień trząsł całym Whitehorn. Kiedy w końcu przyszli po niego, zdychał samotnie jak pies. Ty zawsze masz gdzie wrócić. Masz kogo poprosić o radę i o pomoc. Jesteś członkiem grupy. Otrzymujesz 150 gambli na wykupienie czerwonoskórych Znajomych.","Remember that tough guy who shook the entire Whitehorn for a week. When they finally came for him, he was dying alone like a dog. You always have a place to return to. You have someone to ask for advice and help. You are a member of a group. You receive 150 chips to hire Native American Contacts."
end_of_the_job_long_description,"Jeśli masz swój cel (zakontraktowane zlecenie) w zasięgu wzroku, dodaj sobie jeden sukces do każdej akcji, która jest związana z zakończeniem zlecenia. Jesteś skoncentrowany i bardzo bliski zamknięcia kontraktu. Nie ma już miejsca na błędy... 
        Zlecenie musi pochodzić od BN-a, a nie od drugiego gracza, i to MG decyduje, czy uznać to za kontrakt godny użycia cechy „koniec zlecenia”.","If you have your target (a contracted job) within sight, add one success to every action related to completing the contract. You are focused and very close to sealing the deal. There's no room for errors…
The contract must come from a Non-Player Character (NPC), not from another player, and it's up to the Game Master (GM) to decide whether to consider it a contract worthy of using the ""contract end"" feature."
one_shot_long_description,"Nie ważne, czy dobrze radzisz sobie pod gradem kul, czy świetnie walczysz w pojedynkach, czy podnosisz się po zarobieniu kulki i idziesz dalej. Dla ciebie ważne jest, by dobrze przygotować się do zadania, poczekać na okazję i załatwić sprawę jednym ruchem. W sytuacji, gdy ofiara niczego się nie spodziewa, możesz lepiej przygotować się do oddania pierwszego strzału, czy zadania pierwszego ciosu. Otrzymujesz bonus +2 do Umiejętności strzelania, rzucania albo walki, ale tylko na czas pierwszego testu, zaś obrażenia zadane w tym pierwszym ciosie / strzale są o poziom Wyższe.","It doesn't matter whether you handle a hail of bullets well, excel in one-on-one combat, or pick yourself up after taking a hit and keep going. What's important to you is to prepare well for the task, wait for the right moment, and get the job done in a single move. In a situation where the target doesn't expect anything, you can better prepare for the first shot or strike. You receive a +2 bonus to Shooting, Throwing, or Combat skills, but only for the first test, and the damage dealt in that initial strike or shot is one level higher."
weak_spot_long_description,"Każda maszyna jest trudnym przeciwnikiem. Ale też każda ma swój słaby punkt. Różnisz się tym od innych ludzi, że znasz te słabe punkty. 
        Jeśli zdasz Trudny test Percepcji, MG musi ci zdradzić słaby punkt danej maszyny. MG może zdradzić ci niektóre Współczynniki robota.","Every machine is a tough adversary, but it also has its weak point. What sets you apart from others is that you know these weak points.
If you pass a Difficult Perception test, the GM must reveal the weak point of a given machine. The GM may also disclose some of the robot's Attributes."
empiricist_long_description,"To jest tak: gdyby jakiś frajer zechciał naprawić sobie bojler, łatwo może wylecieć w powietrze. Gdy laik zaczyna grzebać w kablach wysokiego napięcia, po chwili może zatańczyć breakdance, a głowa zaświeci mu się jak żarówka. Podobnie, gdy jacyś narwańcy szykują się do walki z maszyną, jedną nogą są już w grobie. Ciebie to nie dotyczy. Znasz się na maszynach. Otrzymujesz bonus -30% do walki z robotami (testy Charakteru, Inicjatywy, ataku, obrony).","It's like this: if some sucker wanted to fix their boiler, they could easily blow themselves up. When an amateur starts messing with high-voltage cables, they might be breakdancing a moment later, and their head will light up like a bulb. Similarly, when some idiots prepare to fight a machine, they're already one foot in the grave. That doesn't apply to you. You know your way around machines. You receive a bonus of -30% when fighting robots (Charisma, Initiative, attack, defense tests)."
electronics_engineer_long_description,"Nie, żebyś swego czasu pracował jako spec od zabezpieczeń, ale trzeba przyznać, że znasz te systemy. Wiesz jak działają. Potrafisz je rozgryźć i unieszkodliwić, bez względu na to, czy mamy do czynienia z powojenną bazą wojskową, czy z ruinami Muzeum Wojny z Islamem. Rozbroisz je, nie ma obaw. Zawsze, kiedy stajesz naprzeciw elektronicznego systemu zabezpieczeń, zwiększasz swój Spryt o 4 punkty. Nieźle, co?","No, it's not like you used to work as a security specialist, but it must be admitted that you know these systems. You understand how they work. You can crack them and neutralize them, whether it's a post-war military base or the ruins of the War with Islam Museum. You'll disarm them without worry. Whenever you face an electronic security system, you increase your Smarts by 4 points. Not bad, right?"
cat_long_description,"Czasy się zmieniły, mówią ludzie. Finezja nie jest już w modzie. W modzie może nie jest - ale wciąż jest skuteczna. Więc działasz jak kot, niemal niewyczuwalny, niemal niewidzialny. Żadnych strzelanin, żadnego huku - to zbędne. Tylko ty i cel. I strażnicy. Ale oni przecież o niczym nie wiedzą, prawda? Zawsze, gdy będziesz się skradał, ukrywał albo coś maskował, zwiększ przeciwnikowi Poziom Trudności testów Wypatrywania / Nasłuchiwania o dwa stopnie.","Times have changed, people say. Finesse is no longer in fashion. It might not be in fashion, but it's still effective. So, you act like a cat, almost imperceptible, almost invisible. No shooting, no noise - it's unnecessary. Just you and the target. And the guards. But they don't know anything, right? Whenever you're sneaking, hiding, or camouflaging, increase the opponent's Difficulty Level for Perception/Listening tests by two levels."
combat_training_long_description,Wszystkie Umiejętności z pakietów Broń Strzelecka i Pirotechnika posiadasz od razu na poziomie 1.,You have all Skills from the Firearms and Pyrotechnics packages at level 1 right away.
routine_long_description,Podczas testowania Morale poprzedzających walkę (reguła „Najpierw spójrz mi w oczy”) Żołnierz automatycznie zdaje test.,"During testing Morale before combat (the ""Look into my eyes first"" rule), the Soldier automatically passes the test."
tastes_like_arsenic_short_description,Otrzymujesz modyfikator -30% w testach Kondycji na skażenie i radiację.,You receive a -30% modifier on tests for endurance against contamination and radiation.
pharmacist_short_description,"Potrafisz produkować środki błyskawicznego leczenia: Painkillery, Medpaki i DeadLine. PT testów Chemii są odpowiednio: 
        Painkiller - Trudny; 
        Medpak - B. Trudny; 
        Deadline - Ch. Tudny. Musisz dysponować laboratorium i składnikami. Produkcja jednej działki zajmuje ci około 4h.","You can produce fast-acting healing agents: Painkillers, Medpacs, and Deadlines. The Chemistry test difficulties are as follows:
Painkiller: Difficult
Medpac: Very Difficult
Deadline: Extremely Difficult
You need a laboratory and the necessary ingredients. Producing one batch takes approximately 4 hours."
one_of_them_short_description,"Nikt, kto nie ma jaj ze stali, ci nie podskoczy. Dodatkowo 100 gambli na Znajomości w Gangach.","No one without balls of steel will mess with you. Additionally, you have a +100 bonus on Knowledge checks related to Gangs."
brave_or_stupid?_short_description,Masz jeden automatyczny sukces we wszystkich testach Zastraszania i Morale.,You have an automatic success in all Intimidation and Morale checks.
diehard_short_description,"Reguła dotycząca zwiększania poziomu zadanych obrażeń (1 lub 2 na kościach podczas ataku, trafienia w głowę itd.) nie dotyczy cię w walce wręcz.","The rule regarding increasing the damage level (1 or 2 on the dice during an attack, hitting in the head, etc.) does not apply to you in melee combat."
teaspoon_short_description,"Cokolwiek weźmiesz w łapska - Mistrz Gry musi traktować tak, jak gdybyś miał Umiejętność walki tym czymś na poziomie minimum 4.","Whatever you take in your hands, the Game Master must treat it as if you had a combat skill with that thing at a minimum level of 4."
trade_route_short_description,Zaczynasz z dodatkowymi 150 gamblami na Znajomych (nie Wojowników).,You start with an additional 150 gambits on Friends (not Warriors).
used_car_salesman_short_description,"Handlując, kiedy próbujesz wcisnąć komuś jakiś kit (testy Perswazji i Blefu) twój Spryt wzrasta o 2.","When you're trying to sell someone a story (Persuasion and Bluff tests), your Wits increases by 2."
look_me_in_the_eyes_short_description,"W trakcie dłuższej rozmowy, Kaznodzieja i rozmówca wykonują Trudne testy Charakteru. Jeśli Kaznodzieja zda test, a jego rozmówca nie, lub gdy Kaznodzieja uzyska przewagę w teście Przeciwstawnym, wtedy klecha odkryje kłamstwo.","During a longer conversation, the Preacher and the interlocutor undergo Difficult Charisma tests. If the Preacher passes the test, and his interlocutor does not, or if the Preacher gains an advantage in the Opposing Test, then the preacher uncovers the lie."
amen_short_description,"Jeśli podczas testu na jednej z kości wypadnie jedynka, liczy się ona jako dwa sukcesy (a w walce zamienia inną kość w sukces z wynikiem 1). Możesz tego użyć maksymalnie 3 razy na sesję. A decydujesz już po rzucie","If a one appears on one of the dice during a test, it counts as two successes (and in combat, it converts another die into a success with a result of 1). You can use this ability a maximum of 3 times per session, and you decide after the roll."
gunslinger_short_description,"Jeśli używasz krótkiej broni palnej, pistolet w kaburze traktuje się tak, jakbyś miał go już dobytego w dłoni.","If you use a short firearm, a holstered pistol is treated as if you already had it in your hand."
last_bullet_short_description,"Jeśli w twoim rewolwerze została jeszcze tylko jedna kula, strzał ten będzie dla ciebie łatwiejszy o 1 Poziom Trudności testu.","If there's only one bullet left in your revolver, that shot will be 1 Difficulty Level easier for you."
friends_short_description,"Zaczynasz z dodatkowymi 150 gamblami, które możesz przeznaczyć na Znajomych (nie Wojowników).",You start with an additional 150 gambits on Friends (not Warriors).
hiding_hole_short_description,"W każdym pojeździe rozmiarów minimum samochodu, Kurier w kilka minut potrafi znaleźć lub spreparować skrytkę, którą bardzo trudno odkryć podczas przeszukiwania: rozmiarów pudełka papierosów (test Wypatrywania na Fart), dwa razy większe (Cholernie trudny test Wypatrywania), na pistolet (Bardzo trudny test Wypatrywania), mała walizkę (Trudny test Wypatrywania).","
In any vehicle the size of at least a car, a Courier can find or create a hidden stash within a few minutes that is very difficult to discover during a search: the size of a cigarette box (Damn hard Perception test), twice that size (Bloody hard Perception test), for a pistol (Very hard Perception test), or a small suitcase (Hard Perception test)."
photographic_memory_short_description,"W czasie gry masz prawo do wykonania Trudnego testu Percepcji za każdym razem, kiedy chcesz sobie przypomnieć wygląd jakiegoś pomieszczenia. Zdaj test, a Mistrz Gry wyśpiewa wszystko jak na spowiedzi.","
During the game, you are allowed to make a Challenging Perception test every time you want to recall the appearance of a specific room. Pass the test, and the Game Master will describe everything like in a confession."
persistent_short_description,"Zwiększasz swój Charakter i Budowę o 2 punkty podczas wszystkich testów, kiedy niepowodzenie testu oddaliłoby cię od dopadnięcia celu.",You increase your Character and Build by 2 points during all tests where failure would distance you from catching the target.
no_mysteries_short_description,"Gdy zdasz Trudny test Sprytu, MG musi zdradzić ci słabe punkty napotkanego mutanta. MG może także podać ci niektóre Współczynniki mutanta.","When you pass a Difficult Cunning test, the GM must reveal the weak points of the encountered mutant to you. The GM can also provide you with some of the mutant's Ratios."
mutant_for_breakfast_short_description,"Otrzymujesz bonus -20% do walki z mutantami (testy Charakteru, Inicjatywy, ataku, obrony).","You receive a -20% bonus to combat against mutants (Charisma, Initiative, attack, defense tests)."
merciless_short_description,Zaczynasz z jednym Punktem Sławy (złej). Reputacja kosztuje cię tylko 20PD i zawsze jest to zła sława.,"
You start with one Infamy Point (bad). Reputation only costs you 20 RP, and it's always a bad reputation."
classe_short_description,Możesz przerzucić każdy test Perswazji i Zastraszania.,You can reroll any Persuasion and Intimidation tests.
respect_for_job_short_description,"Wystarczy, że zdasz Trudny test Perswazji, a miejscowi zaczną się wokół was uwijać, jakby co najmniej przyjechali z dawna oczekiwani goście. Jeśli w osadzie jest już lekarz, musisz zdać Bardzo Trudny test Perswazji.","It's enough that you pass a Hard Persuasion test, and the locals will start bustling around you as if you were long-awaited guests. If there is already a doctor in the settlement, you must pass a Very Hard Persuasion test."
field_paramedic_short_description,"Ignorujesz wszelkie utrudnienia do testów leczenia, wynikające z warunków panujących w otoczeniu.","
You ignore any difficulties related to Healing tests caused by environmental conditions."
matches_and_a_safety_pin_short_description,"Dostajesz bonus +2 do Sprytu podczas testów technicznych (gdy montujesz, naprawiasz lub przerabiasz urządzenie mechaniczne lub elektroniczne).","You receive a +2 bonus to Intelligence during technical tests (when assembling, repairing, or modifying mechanical or electronic devices)."
troublesome_surplus_short_description,Gdy zdasz Trudny test Mechaniki lub Elektroniki. Zostaje ci garść części o wartości 20% całego urządzenia.,"When you pass a Difficult Mechanics or Electronics test, you salvage a handful of components worth 20% of the entire device."
reputation_short_description,Zwiększ o 15 punktów Reputację - już na starcie jesteś kimś uznanym w tej branży. Ponadto Punkt Reputacji kosztuje cię tylko 20PD.,"Increase your Reputation by 15 points - right from the start, you're already well-recognized in this industry. Furthermore, Reputation points only cost you 20 Character Points."
killing_machine_short_description,"Najemnik może tymczasowo zwiększyć o 2 punkty wartość dowolnego Współczynnika, ale bonus ten wykorzystać może tylko w walce. Ma to swoją cenę: po upływie godziny lub po wykonaniu 10-ciu testów tego Współczynnika, bonus znika, zaś Najemnik otrzymuje karę +50% ze zmęczenia","A mercenary can temporarily increase any Attribute by 2 points, but this bonus can only be used in combat. This comes at a cost: after one hour or after performing 10 tests using that Attribute, the bonus disappears, and the mercenary suffers a 50% penalty due to fatigue."
mute_short_description,"Gdy chronisz swojego klienta, nie otrzymujesz ujemnych modyfikatorów za półmrok, hałas, i inne trudne warunki podczas dowolnych testów Percepcji.","When you protect your client, you do not receive negative modifiers for low light, noise, and other challenging conditions during any Perception tests."
before_he_does_short_description,"Potrafisz oddać strzał życia w sytuacji, kiedy życie osoby, którą ochraniasz, jest zagrożone - wtedy automatycznie wygrywasz Inicjatywę i zaczynasz pierwszy.","You can make a life-saving shot when the life of the person you are protecting is in danger. In such a situation, you automatically win Initiative and go first."
a_uniform_and_a_badge_short_description,"Podczas testów Morale (Najpierw spójrz mi w oczy) twoi przeciwnicy zdają o poziom trudniejszy test niż normalnie. Za to dobrzy ludzie odnoszą się do ciebie z większym szacunkiem i zaufaniem: w kontaktach z postaciami nie nastawionymi do ciebie wrogo, otrzymujesz bonus +2 do Perswazji i Zdolności przywódczych. Niestety, gangerzy, mutki i wszelkie ścierwo mniej cię lubią.","During Morale tests (First, look me in the eyes), your opponents must take a test one difficulty level harder than normal. On the other hand, good people treat you with more respect and trust: in interactions with characters who are not hostile to you, you receive a +2 bonus to Persuasion and Leadership Abilities. Unfortunately, gang members, mutants, and all sorts of scum like you less."
one_of_us_short_description,"Nie musisz za każdym razem, gdy ustrzelisz jakiegoś gangera czy złodzieja, tracić czasu na dyskusje i przekonywanie innych stróżów prawa, że to było konieczne, a ty też jesteś z policji. Oni od razu widzą, coś za jeden. Dodatkowo 150 gambli na Znajomości wśród sędziów i egzekutorów.","You don't have to waste time discussing and convincing other law enforcers every time you shoot a gang member or thief and explaining that it was necessary and that you're also from the police. They immediately see through it. Additionally, you have 150 gambits for Contacts among judges and enforcers."
education_short_description,W pakiecie Wiedza ogólna wszystkie Umiejętności posiadasz od razu na poziomie 2.,"In the General Knowledge package, you already have all Skills at level 2."
focus_short_description,"Gdy zasiadasz do swojego zadania (czynności oparte na Sprycie), potrafisz odciąć się od wszelkich zewnętrznych zakłóceń.","When you embark on your task (activities based on Dexterity), you can detach yourself from any external disturbances."
the_spirits_have_spoken_short_description,Potrafisz odjechać w transie i MG powinien zdradzić ci wtedy dodatkowe informacje dotyczące wybranej osoby lub miejsca.,You can enter a trance and the GM should then reveal additional information about the selected person or place.
totem_short_description,"Gdy tylko zechcesz, upodabniasz się do totemicznego zwierzęcia. Musisz zdać Problematyczny test Współczynnika związanego z totemem, a otrzymasz do niego modyfikator +2.","When you wish, you can transform yourself into a totemic animal. You need to pass a Difficult Attribute test associated with the totem, and you will receive a +2 modifier to it."
what_do_i_care_anyway_short_description,"Automatycznie zdajesz wszystkie testy Kondycji przeciwko truciznom, chorobom i radiacji (otrzymujesz zawsze mniejszą karę).","You automatically pass all Endurance tests against poisons, diseases, and radiation (you always receive a smaller penalty)."
grey_short_description,"Jeśli Szczur zda Trudny test Sprytu, to może się poruszać niezauważony, ale tylko w otoczeniu pasującym do Szczura.","If the Rat passes a Hard Intelligence test, it can move unnoticed, but only in an environment that suits a Rat."
beast_short_description,"Zaczynasz grę posiadając jedną wytresowaną bestię, na którą zgodzi się MG. Ponadto potrafisz oswajać i tresować dzikie zwierzęta.","You start the game with one trained beast that the GM agrees on. Additionally, you can tame and train wild animals."
wolf_s_fang_short_description,"Jeżeli nie używasz broni i pancerza, zadajesz o poziom wyższe obrażenia wyrzucając na kostce 1, 2 Lub 3.","If you don't use weapons and armor, you deal damage one level higher by rolling 1, 2, or 3 on the die."
keen_senses_short_description,Zawsze zwiększasz swoją Percepcję o 3 podczas wszystkich testów Wypatrywania i Nasłuchiwania na otwartym terenie,You always increase your Perception by 3 during all Spot and Listen tests in open terrain.
recognizing_creatures_short_description,"Masz bonus do wszelkich testów Łowiectwa i Tropienia podczas identyfikacji wszelakiego cholerstwa pałętającego się po okolicy. Powiedzmy, zawsze masz jeden automatyczny sukces, dobra? MG może zdradzić ci niektóre Współczynniki Zwierzęcia.","You have a bonus to all Hunting and Tracking tests when identifying any critters wandering around the area. Let's say you always have one automatic success, okay? The GM may reveal to you some of the Creature Characteristics."
door_to_door_short_description,"Potrafisz używać swojej maszyny jak broni i z tej właśnie okazji w czasie walki na autostradzie, podczas wszystkich manewrów samochodem masz +2 do Zręczności.","You can use your vehicle as a weapon, and in combat situations on the highway, during all vehicle maneuvers, you have +2 Dexterity."
car_cover_short_description,"Nie otrzymujesz kary do prowadzenia samochodu za to, że kryjesz się i pochylasz, uzyskując 60% osłony. Wszyscy pasażerowie w prowadzonym przez ciebie aucie otrzymują dodatkowo +20% Osłony.","You don't receive a penalty for driving while hunched down and hidden, gaining 60% cover. All passengers in the car you're driving also get an additional +20% Cover."
us_and_them_short_description,Wiesz sporo o klanach i potrafisz dogadać się z ludźmi pustyni. Masz jeden automatyczny sukces we wszystkich testach Charakteru dotyczących czerwonoskórych i ludzi pustyni.,You know a lot about clans and can get along with desert people. You have an automatic success in all Charisma tests related to redskins and desert people.
this_is_my_home_short_description,Otrzymujesz 150 gambli na wykupienie czerwonoskórych Znajomych.,You receive 150 gambits to buy redskin Contacts.
end_of_the_job_short_description,"Jeśli masz swój cel (zakontraktowane zlecenie) w zasięgu wzroku, dodaj sobie jeden sukces do każdej akcji, która jest związana z zakończeniem zlecenia.","If you have your target (contracted assignment) in sight, add one success to every action related to completing the assignment."
one_shot_short_description,"Otrzymujesz bonus +2 do Umiejętności strzelania, rzucania albo walki, ale tylko na czas pierwszego testu, zaś obrażenia zadane w tym pierwszym ciosie / strzale są o poziom Wyższe.","You receive a bonus of +2 to the Shooting, Throwing, or Fighting skill, but only for the first test, and the damage dealt in this first hit/shot is one level higher."
weak_spot_short_description,"Jeśli zdasz Trudny test Percepcji, MG musi ci zdradzić słaby punkt danej maszyny. MG może zdradzić ci niektóre Współczynniki robota.","
If you pass a Hard Perception test, the GM must reveal the weak point of the machine in question. The GM can also disclose some of the robot's Characteristics."
empiricist_short_description,"Znasz się na maszynach. Otrzymujesz bonus -30% do walki z robotami (testy Charakteru, Inicjatywy, ataku, obrony).","
You know your way around machines. You receive a -30% bonus when fighting against robots (Character, Initiative, attack, defense tests)."
electronics_engineer_short_description,"Zawsze, kiedy stajesz naprzeciw elektronicznego systemu zabezpieczeń, zwiększasz swój Spryt o 4 punkty.","Whenever you face an electronic security system, you increase your Cunning by 4 points."
cat_short_description,"Zawsze, gdy będziesz się skradał, ukrywał albo coś maskował, zwiększ przeciwnikowi Poziom Trudności testów Wypatrywania / Nasłuchiwania o dwa stopnie.","Whenever you're sneaking, hiding, or camouflaging yourself, increase the Difficulty Level of detection tests for opponents by two degrees."
combat_training_short_description,Wszystkie Umiejętności z pakietów Broń Strzelecka i Pirotechnika posiadasz od razu na poziomie 1.,You have all the Skills from the Firearm and Pyrotechnics packages at level 1.
routine_short_description,Podczas testowania Morale poprzedzających walkę (reguła „Najpierw spójrz mi w oczy”) Żołnierz automatycznie zdaje test.,"During pre-combat Morale tests (the ""First, look me in the eyes"" rule), the Soldier automatically passes the test."
natural_killer_long_description,Wyrzuciliby cię z Areny za szczególne bestialstwo. Wybierz sobie dowolny pakiet Umiejętności Wojownika. Wszystkie Umiejętności z paczki posiadasz na poziomie +2.,They would throw you out of the Arena for your exceptional brutality. Choose any Warrior Skills package. You possess all Skills from the package at a +2 level.
you_know_i_ate_my_own_dog_long_description,"Budzisz grozę. Twój widok paraliżuje. Jeżeli udało ci się kogoś zastraszyć (test Morale przed walką), w walce z nim automatycznie wygrywasz Inicjatywę.","You inspire fear. Your presence paralyzes. If you manage to intimidate someone (Morale test before combat), you automatically win Initiative in a fight against them."
headstrong_son_of_a_gun_long_description,"Mówią o tobie, że pociągniesz do grobu swojego zabójcę. To prawda. Jesteś uparty, twardy i nie popuszczasz. Raz w ciągu sesji, podczas wykonywania testu Umiejętności, zamiast wymaganego Współczynnika możesz użyć Charakteru.","They say you'll drag your killer to the grave. It's true. You're stubborn, tough, and unyielding. Once per session, while performing a Skill test, you can use your Character instead of the required Attribute."
luck_long_description,"No i z czego się cieszysz? Myślisz, że masz farta i właśnie dlatego jesteś bezpieczny, jak jajeczko pod dupcią mamusi kurki? A chcesz przetestować swoje szczęście? Popatrz, załaduję jedną kulę i zagramy w rosyjską ruletkę, chcesz? Co, tak... Poważnie chcesz? Jesteś chory. 
        Wiesz, zróbmy tak, że trzykrotnie podczas sesji możesz powtórzyć jeden nieudany rzut na dowolnej z trzech kości.","
And what are you so happy about? Do you think you're lucky, and that's why you feel safe like an egg under a mother hen's behind? You want to test your luck? Look, I'll load one bullet and we'll play Russian roulette, you want to? What, you do... Seriously? You're insane.
You know what, let's do this: three times during the session, you can reroll one unsuccessful roll on any of the three dice."
gambler_long_description,Zwinne paluszki to bogactwo naturalne. Znasz tysiąc oszustw. Miałeś okazję wyćwiczyć swoje dłonie i manipulujesz nimi lepiej niż japoński robot. Zaczynasz grę posiadając (gratisowo!) wszystkie Umiejętności z pakietu Zdolności manualne na poziomie +2.,"Nimble fingers are a natural treasure. You know a thousand tricks. You've had the chance to exercise your hands, and you manipulate them better than a Japanese robot. You start the game with (for free!) all the Skills from the Manual Dexterity package at a +2 level."
telepath_long_description,"A ty telepata jesteś? Skąd wiesz, że on blefuje? Co znaczy, że on nas nie zabije? Masz to gdzieś na piśmie? Chyba nie myślisz, że ci uwierzę!
Poziom trudności wszystkich testów Blefu, Perswazji i Zastraszania w stosunku do ciebie jest zwiększany o jeden w górę.","
Are you a telepath? How do you know he's bluffing? What does it mean that he won't kill us? Do you have it in writing? You don't seriously expect me to believe you!
The difficulty level of all Bluff, Persuasion, and Intimidation tests against you is increased by one."
companion_long_description,"Ten skorpion to też twój przyjaciel? Wiesz, psa bym zrozumiał, może jakiegoś ptaka, czy coś. Ale skorpion? Wybierz sobie inne! 
        Możesz wybrać jedno zwierzę, które będzie twoim kompanem, będzie ci służyło, ale musisz je kochać. Zwierzęciem może być dowolny ssak, ptak, gad lub inne stworzenie, za pozwoleniem MG. Od tej pory jest was dwóch. Gdybyś na przykład miał tandem, moglibyście sobie pojeździć po pustyni, he, he... 
        Takiemu towarzyszowi możesz wydawać kilka rodzajów poleceń, jak np. „bierz go”, „do nogi”, „cicho”, „leżeć” itp.","Is this scorpion your friend too? You know, I'd understand a dog, maybe a bird, or something like that. But a scorpion? Choose something else!
You can choose one animal to be your companion, it will serve you, but you must love it. The animal can be any mammal, bird, reptile, or other creature, with the Game Master's permission. From now on, there are two of you. For example, if you had a tandem, you could ride around the desert together, hehe...
You can issue several types of commands to such a companion, such as ""fetch,"" ""heel,"" ""quiet,"" ""lie down,"" etc."
i_am_a_spirit_of_the_desert_long_description,"Nauczyłeś się przydatnej sztuczki. W trudnych warunkach (wysoka temperatura lub brak pożywienia i wody), potrafisz pogrążyć się w katalepsji i przeżyć. W stanie uśpienia leżysz nieruchomo i nie odbierasz żadnych bodźców zewnętrznych do czasu, aż warunki staną się bardziej sprzyjające. W ten sposób możesz przetrwać trzy miesiące.","You've learned a useful trick. In harsh conditions (high temperature or lack of food and water), you can go into a cataleptic state and survive. In a state of sleep, you lie motionless and do not respond to any external stimuli until conditions become more favorable. This way, you can survive for three months."
self-contained_long_description,"Jeżeli posługujesz się bronią własnej roboty (nie dotyczy broni palnej), lub jakimkolwiek innym wykonanym przez siebie narzędziem, w każdym teście z jego wykorzystaniem możesz odjąć dwa oczka od rzutu na jednej z kostek.","
If you use a weapon of your own making (excluding firearms) or any other tool crafted by you, in every test involving its use, you can subtract two points from the roll on one of the dice."
good_old_education_long_description,"Miałeś bardzo dobrych nauczycieli. Jeżeli na dalszym etapie tworzenia postaci wybierzesz jako specjalizację Technika, otrzymujesz dodatkowe 10 punktów do wydania na Umiejętności oparte o Spryt.","Miałeś bardzo dobrych nauczycieli. Jeżeli na dalszym etapie tworzenia postaci wybierzesz jako specjalizację Technika, otrzymujesz dodatkowe 10 punktów do wydania na Umiejętności oparte o Spryt."
vision_long_description,"Wiele lat odbudowywania NJ nauczyło cię, jak pracować w ruinach. Teraz możesz wjechać nawet do największej dziury, ale nie dostrzeżesz ruin i syfu, lecz plac budowy. Taki optymizm przydaje się w wielu sytuacjach. Jesteś w jakiejś zapadłej wiosce, którą w ciągu ośmiu godzin trzeba zamienić na twierdzę? Inni by płakali. Ty zabierasz się do roboty. MG jest zobowiązany podpowiedzieć ci, jak najlepiej odbudować lub przebudować daną lokację - według potrzeb (nocleg, dom, twierdza itp.).","
Many years of rebuilding NJ have taught you how to work in ruins. Now, you can enter even the deepest hole, but you won't see ruins and debris; you'll see a construction site. Such optimism comes in handy in many situations. Are you in some remote village that needs to be turned into a fortress within eight hours? Others might cry, but you get to work. The Game Master is obliged to provide you with guidance on how to best rebuild or remodel a given location according to its needs (lodging, house, fortress, etc.)."
patriot_games_long_description,"Heroizm to twoje drugie imię. Raz na sesję, wykonując test Cholernie trudny możesz dodać wartość swojego Charakteru do testowanej Umiejętności. Krótko mówiąc, raz na sesję zdajesz automatycznie test, mam rację?","Heroism is your middle name. Once per session, when performing an Extremely Difficult test, you can add the value of your Character to the tested Skill. In short, you automatically pass a test once per session, am I right?"
a_man_called_horse_long_description,"Jesteś silny jak wół, zwinny jak puma i twardy jak głaz. Kiedy idziesz po górach, powodujesz lawinę. Kiedy dosiadasz konia, to koń... Co ja ci zresztą będę opowiadał? Wybierz pakiet Umiejętności - Sprawność albo Jeździectwo. Poziom trudności każdego testu Umiejętności z wybranej grupy jest obniżany o jeden poziom.","You're as strong as an ox, as agile as a puma, and as tough as a boulder. When you walk in the mountains, you trigger avalanches. When you mount a horse, the horse... But why am I even telling you this? Choose the Skills package - Agility or Riding. The difficulty level of every Skill test from the selected group is reduced by one level."
